doc_id,item,category,amount,price,discount
999a2a4539aa,Ariel,Бытовая химия,5,3959,0.0
bb6fae22711a,Контейнер для еды,Кухонная утварь,4,1663,735.17
bb6fae22711a,Ariel,Бытовая химия,3,3862,0.0
bb6fae22711a,Набор тарелок,Посуда,2,14304,0.0
6f5d1194cb1d,Кружка,Посуда,1,1617,0.0
6f5d1194cb1d,Domestos,Бытовая химия,4,2105,0.0
6f5d1194cb1d,Domestos,Бытовая химия,4,1549,885.02
6f5d1194cb1d,Швабра,Хозтовары,5,6684,0.0
6f5d1194cb1d,Губка для посуды,Хозтовары,2,531,0.0
6f5d1194cb1d,Кастрюля,Посуда,1,8596,0.0
6f5d1194cb1d,Mr Proper,Бытовая химия,3,1406,632.89
a464d527e423,Губка для посуды,Хозтовары,1,555,0.0
a464d527e423,Fairy,Бытовая химия,4,929,0.0
a464d527e423,Постельное белье,Текстиль,4,34886,17940.11
a464d527e423,Разделочная доска,Кухонная утварь,5,3695,1447.73
a464d527e423,Ведро,Хозтовары,1,5608,0.0
a464d527e423,Кастрюля,Посуда,4,10457,0.0
f99af29e01a8,Набор тарелок,Посуда,3,7029,0.0
f99af29e01a8,Lenor,Бытовая химия,1,2591,0.0
f99af29e01a8,Нож кухонный,Кухонная утварь,3,5492,0.0
f99af29e01a8,Швабра,Хозтовары,5,8116,0.0
f99af29e01a8,Разделочная доска,Кухонная утварь,5,3229,0.0
f99af29e01a8,Domestos,Бытовая химия,2,1282,0.0
f99af29e01a8,Швабра,Хозтовары,4,8953,0.0
ae6bf9ac0cc8,Плед,Текстиль,4,11905,0.0
ae6bf9ac0cc8,Швабра,Хозтовары,4,4079,0.0
ae6bf9ac0cc8,Ariel,Бытовая химия,5,6602,0.0
ae6bf9ac0cc8,Lenor,Бытовая химия,5,2263,0.0
ae6bf9ac0cc8,Губка для посуды,Хозтовары,3,890,0.0
ae6bf9ac0cc8,Нож кухонный,Кухонная утварь,1,8402,0.0
3a34a0261298,Шторы,Текстиль,3,38377,0.0
3a34a0261298,Полотенце,Текстиль,3,3831,682.01
3a34a0261298,Набор тарелок,Посуда,4,9732,7331.53
3a34a0261298,Кружка,Посуда,3,3968,0.0
e4e2eed7c83b,Mr Proper,Бытовая химия,4,2002,1133.41
151012ced623,Domestos,Бытовая химия,4,2199,0.0
151012ced623,Кастрюля,Посуда,2,22097,0.0
151012ced623,Разделочная доска,Кухонная утварь,5,2786,0.0
151012ced623,Разделочная доска,Кухонная утварь,1,2425,290.07
151012ced623,Ведро,Хозтовары,5,5408,0.0
1efa1d36f65e,Ведро,Хозтовары,4,2619,0.0
1efa1d36f65e,Lenor,Бытовая химия,5,3583,1109.98
1efa1d36f65e,Шторы,Текстиль,1,46522,0.0
1efa1d36f65e,Плед,Текстиль,3,11180,4883.9
1efa1d36f65e,Кастрюля,Посуда,5,8835,4327.77
9df4bc05e9a0,Ведро,Хозтовары,5,5279,0.0
a341a5f12f58,Постельное белье,Текстиль,1,13813,0.0
a341a5f12f58,Набор тарелок,Посуда,1,9145,0.0
a341a5f12f58,Fairy,Бытовая химия,3,1107,0.0
a341a5f12f58,Мусорные пакеты,Хозтовары,5,1114,0.0
106af20f1e59,Контейнер для еды,Кухонная утварь,3,2088,0.0
106af20f1e59,Кружка,Посуда,5,3501,0.0
106af20f1e59,Mr Proper,Бытовая химия,2,1974,0.0
106af20f1e59,Lenor,Бытовая химия,3,2263,554.37
106af20f1e59,Нож кухонный,Кухонная утварь,4,10658,4053.96
106af20f1e59,Ведро,Хозтовары,2,5853,0.0
