doc_id,item,category,amount,price,discount
c1769ccf45bb,Ведро,Хозтовары,2,4464,1596.48
c1769ccf45bb,Кастрюля,Посуда,4,14899,0.0
c1769ccf45bb,Кружка,Посуда,5,3171,0.0
c1769ccf45bb,Мусорные пакеты,Хозтовары,5,761,0.0
c1769ccf45bb,Набор тарелок,Посуда,3,9741,0.0
c1769ccf45bb,Domestos,Бытовая химия,4,1843,0.0
9276f5c4e404,Кружка,Посуда,4,1929,680.17
9276f5c4e404,Плед,Текстиль,3,11336,0.0
9276f5c4e404,Domestos,Бытовая химия,4,1985,0.0
9276f5c4e404,Lenor,Бытовая химия,3,2346,416.84
9276f5c4e404,Мусорные пакеты,Хозтовары,5,1817,0.0
9276f5c4e404,Кружка,Посуда,3,2354,0.0
9276f5c4e404,Швабра,Хозтовары,3,9268,0.0
5e66d21d8729,Lenor,Бытовая химия,5,3384,0.0
5e66d21d8729,Плед,Текстиль,2,14155,0.0
c1bd0da66b4b,Плед,Текстиль,4,16683,0.0
c1bd0da66b4b,Lenor,Бытовая химия,3,2948,0.0
054016596f7d,Набор тарелок,Посуда,2,12902,0.0
054016596f7d,Mr Proper,Бытовая химия,2,2023,0.0
054016596f7d,Набор тарелок,Посуда,1,13961,0.0
054016596f7d,Набор тарелок,Посуда,5,8917,0.0
054016596f7d,Контейнер для еды,Кухонная утварь,4,2006,0.0
e5ddf3332663,Постельное белье,Текстиль,5,33858,0.0
e5ddf3332663,Шторы,Текстиль,5,48569,27082.88
e5ddf3332663,Шторы,Текстиль,1,49447,8665.25
4d41f87348b1,Полотенце,Текстиль,5,4897,0.0
4d41f87348b1,Губка для посуды,Хозтовары,5,453,444.52
4d41f87348b1,Контейнер для еды,Кухонная утварь,4,2786,0.0
4d41f87348b1,Ariel,Бытовая химия,1,6586,0.0
4d41f87348b1,Mr Proper,Бытовая химия,5,1640,0.0
4d41f87348b1,Ведро,Хозтовары,5,5850,0.0
4d41f87348b1,Шторы,Текстиль,4,45973,0.0
2a978d5f2b2d,Кастрюля,Посуда,2,15863,0.0
2a978d5f2b2d,Швабра,Хозтовары,1,11238,0.0
2a978d5f2b2d,Кружка,Посуда,5,3391,0.0
2a978d5f2b2d,Контейнер для еды,Кухонная утварь,3,2979,1439.84
2a978d5f2b2d,Сковорода,Посуда,4,14175,6365.5
2a978d5f2b2d,Постельное белье,Текстиль,3,14636,0.0
20f4896bc847,Ariel,Бытовая химия,3,4444,0.0
3701c4c64347,Domestos,Бытовая химия,3,2082,0.0
3701c4c64347,Швабра,Хозтовары,2,5154,0.0
3701c4c64347,Швабра,Хозтовары,5,9223,5854.27
187b548629e8,Разделочная доска,Кухонная утварь,2,4518,0.0
187b548629e8,Полотенце,Текстиль,3,5182,0.0
187b548629e8,Шторы,Текстиль,5,48040,0.0
9b4a77f1e424,Шторы,Текстиль,2,16285,3460.16
60c66cfd2254,Ariel,Бытовая химия,1,4018,550.33
60c66cfd2254,Губка для посуды,Хозтовары,2,855,135.08
60c66cfd2254,Ariel,Бытовая химия,5,4040,0.0
60c66cfd2254,Мусорные пакеты,Хозтовары,5,1614,0.0
60c66cfd2254,Постельное белье,Текстиль,2,13400,0.0
cad298c37e48,Lenor,Бытовая химия,1,2709,0.0
cad298c37e48,Шторы,Текстиль,3,31059,6909.26
cad298c37e48,Набор тарелок,Посуда,3,10536,0.0
cad298c37e48,Lenor,Бытовая химия,5,1820,0.0
cad298c37e48,Контейнер для еды,Кухонная утварь,1,1976,0.0
cad298c37e48,Постельное белье,Текстиль,4,17950,0.0
f1a6f4dd2cca,Ведро,Хозтовары,2,2920,0.0
f1a6f4dd2cca,Mr Proper,Бытовая химия,2,1231,0.0
f1a6f4dd2cca,Постельное белье,Текстиль,3,20332,0.0
f1a6f4dd2cca,Разделочная доска,Кухонная утварь,4,3658,1066.18
f1a6f4dd2cca,Губка для посуды,Хозтовары,5,871,0.0
f1a6f4dd2cca,Полотенце,Текстиль,4,4872,0.0
f1a6f4dd2cca,Ведро,Хозтовары,3,4539,0.0
34f8b1070a05,Плед,Текстиль,3,13946,0.0
34f8b1070a05,Кружка,Посуда,1,1615,285.38
34f8b1070a05,Ведро,Хозтовары,3,5968,0.0
34f8b1070a05,Кастрюля,Посуда,4,19078,0.0
34f8b1070a05,Набор тарелок,Посуда,1,11957,0.0
34f8b1070a05,Разделочная доска,Кухонная утварь,2,4341,1094.39
8b1742c2f915,Набор тарелок,Посуда,5,12451,0.0
5d182dfcb33a,Lenor,Бытовая химия,2,2599,0.0
5d182dfcb33a,Набор тарелок,Посуда,2,7234,0.0
5d182dfcb33a,Мусорные пакеты,Хозтовары,4,1294,0.0
5d182dfcb33a,Контейнер для еды,Кухонная утварь,5,2879,1055.69
5d182dfcb33a,Кружка,Посуда,1,3976,233.11
5d182dfcb33a,Губка для посуды,Хозтовары,4,613,0.0
5d182dfcb33a,Постельное белье,Текстиль,5,29271,0.0
c5847ebc9957,Плед,Текстиль,3,12008,0.0
c5847ebc9957,Сковорода,Посуда,3,9733,3083.71
c5847ebc9957,Нож кухонный,Кухонная утварь,3,3930,1685.57
c5847ebc9957,Набор тарелок,Посуда,3,6597,0.0
fb17bf895ed8,Ariel,Бытовая химия,2,6638,0.0
fb17bf895ed8,Lenor,Бытовая химия,5,3342,3050.84
fb17bf895ed8,Полотенце,Текстиль,4,3338,0.0
fb17bf895ed8,Полотенце,Текстиль,4,4502,1332.22
fb17bf895ed8,Сковорода,Посуда,2,11937,0.0
81d7fff0d88d,Сковорода,Посуда,2,13613,0.0
81d7fff0d88d,Контейнер для еды,Кухонная утварь,3,994,0.0
81d7fff0d88d,Губка для посуды,Хозтовары,1,367,24.89
81d7fff0d88d,Кастрюля,Посуда,3,18949,0.0
81d7fff0d88d,Набор тарелок,Посуда,3,12324,0.0
81d7fff0d88d,Мусорные пакеты,Хозтовары,1,1362,0.0
1c9dccd67295,Шторы,Текстиль,4,46720,0.0
1c9dccd67295,Ariel,Бытовая химия,1,6640,910.79
1c9dccd67295,Ведро,Хозтовары,2,5181,0.0
1c9dccd67295,Мусорные пакеты,Хозтовары,1,1798,0.0
4c3803995570,Кружка,Посуда,5,3721,0.0
4c3803995570,Mr Proper,Бытовая химия,4,2440,0.0
4c3803995570,Сковорода,Посуда,5,9181,0.0
